ano,mês,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31
1975,3,2.3,3.5,0,0.5,1.4,1.9,0.3,0.5,2.5,0,0.1,0.8,2.4,0.2,0.2,0.6,0,0.8,0.1,2.8,3,3.7,3,4,5.5,6,8.8,0,0,8.3,0
1975,4,0,2.7,6.8,27.6,11.6,8.2,0,0,0.1,0,10.6,5.8,40,2.6,25,0,1.2,5.4,1,0,10.8,14.2,13.4,10.2,30.9,45,81.5,48.8,1.2,12.4,
1975,5,0,0,2.2,22.1,0,46.4,5.8,0,3.9,0,0,0,1,12.3,61.6,0,14.8,64.8,3.4,0,23.1,0,6.2,0,0,0,0,0,1.8,0,0
1975,6,0,0,6.8,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,4,0,8.8,0,0,0,0,0,7,0,0,0,
1975,7,0,0,0,0,0,0,5,0,10,3.2,0,0,0.8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
1975,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.1,0,0,0,
1975,10,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0
1975,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,0,5.4,
1975,12,0,0,8.9,0,0,16.9,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.3,30.8,0,16.8
1976,1,20,0,0,0,0,0,0,0,46.6,20.4,0,0,2.6,0,0,29.6,6.8,0,0,0,0,13.8,0,9.8,0,16.1,0,0,0,8,9.4
1976,2,0,0,1.2,18.8,14.6,0,0,20.5,0,17.2,0,0,2.2,7.4,0,72,0,37.2,0.9,0,0.7,17,2,0.9,20.6,34,0,0,0,,
1976,3,6,0,0,14,0,9.9,6.4,4,0,2,0,8.4,0,12.8,0,39,0,2,0,0,6,1.6,0,6,0,22,0,10,58,8,61
1976,4,46,16,0,0.6,0,0,0,1.6,0,0,2.1,0,12.8,0,54,3.6,0.7,1.4,2.4,2.6,6.5,0,1.9,4.8,0.4,0,0.8,0,0,1.9,
1976,5,0,0.6,0,0,9.2,0,0,0,0,0.4,0,0,0.1,0,0,7.1,0,0,0,0,0.5,0,0,0,0,0,0,24.2,1.1,0.9,0
1976,6,0,0,1.2,0,1.7,0,0.2,0,6.4,0,0,0,1.9,7.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1976,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,8,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,9,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.7,0,0,0,0,
1976,10,0,0,0,2.7,3.9,0,0,0,0,0,0,0,0,0,3.7,2.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
1976,11,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0.4,4.4,9.6,0,0,2.7,0,0,0,0,0,0,0,0,0,3.7,9.8,
1976,12,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.4,1.5,1.5,0,0,0,0,0,0,3.7
1977,1,14.9,53.2,0,0,0,0.1,2.6,0,15.4,2.7,0,0.9,1.5,8.3,0.9,0,3.4,5.8,0,15.8,30.5,4.9,0.2,8.5,0.5,8,1.2,0,16.9,13.8,18.4
1977,2,2.1,0,4.3,8.6,0,24.6,2.5,0.2,2.6,40.2,2.1,1.1,0,1.4,2.4,0,5.9,0,0,1.3,26.8,37.2,3.8,1.5,24.5,2.2,3.7,0,,,
1977,3,0,0,8.7,5.7,3.9,1.3,2.1,0,8.5,27.4,2.5,3.5,4.8,2.7,0,4.6,5.5,1.6,45.6,3.6,0.3,2.1,1.9,9.6,2.3,8.6,7.3,51.4,63.4,0,0
1977,4,5.6,0,0,0,21.2,18.4,0,0,38.8,0,8.4,0.1,37.6,45.2,9.4,0,0.1,0,1.5,0,0,0,0,0,0,10.4,0,18.6,8.2,0,
1977,5,2.2,47.2,17.4,0,20.4,30.2,83.6,40.6,0,1.2,0,5.6,2.4,0,0,0,9.2,10.5,0,26.3,1.5,0,0,0,8.7,0,0,0,0,0,0
1977,6,0,47.3,12.2,7.8,0,0,24.8,6.2,0.1,0.2,0,13.8,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,
1977,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,4.1,0,0,0,0,0
1977,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,8.2,1.6,0,
1977,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,26.1,0,0,0,0,0,0,0
1977,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0.1,0,1.1,8.2,
1977,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,145.8,5.6,12.4,0,0,0,0,0,0,0,0,12.4,0,0,0,2.2
1978,1,6.3,0,0,0,0,0,32.5,0,0,0.2,0,0.7,9.8,5.2,0,7.8,51.2,27.2,0,4.3,0,4.5,0,0,0.7,1.5,9.4,8.4,15.5,0,0.1
1978,2,0,0,0,0,0,0,0,0,49.4,6.1,2.7,2.3,5.4,0,5.6,0,0,0,0,0,0,0,0,17.4,2.4,0,0.8,0,,,
1978,3,14.4,0.5,5.9,27.2,0,6.6,71.4,0,83.4,3.8,26.8,9.4,4.1,24.2,20.6,5.2,0,19.8,0,0,0,14.4,15.4,0,0,3.8,18.4,0,3.5,3.8,7.8
1978,4,0,0,0,16.4,54.2,0,16.8,1.2,0,0.2,22.4,0,0.4,60.4,3.2,1.8,0,36.8,10.2,0,0,0,37.6,5.6,31.6,10.4,2.2,0.4,10.1,5.2,
1978,5,3.8,3.6,6.4,7.2,69.2,0,0,0,0,7.2,5.8,11.6,0,0,9.4,0,80.6,0,0,5.6,13.6,4.2,0,0,0,0,0,0,0,0,0
1978,6,0,0,2.2,0,0,0,0,0,5.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1978,7,0,0,0,0,0,10.7,0,0,24.9,1.1,3.5,3.3,41.4,0,0,0,0,0,10.6,0,0,6.5,0,0,0,1.2,0,0,19.8,0,1.6
1978,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
1978,9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1978,10,20.2,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,22.8,0
1978,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0.4,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,12.1,
1978,12,5.8,19.2,0.4,0,31.2,0,2.4,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,22.2,4.4,1.7,0,0,0,0,10.4,0,0
1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,13.5,21.3,151.3,4.1,42.9,0,0,31.6,0,15.6,10.4,0,0,0,0,0,0.9
1979,2,0,0,0,8.4,5.2,0,4.5,0,4.4,1.3,26.6,0,0,5.2,0,0,0,0,25.6,0,46.2,0,0,19.6,4.3,0,0,0,,,
1979,3,9.6,6.4,10.5,0,9.1,32.1,0,0,2.2,1.1,0,10.8,9.9,0,6.3,0,0,10.2,0,14.2,5.4,28.2,0,0,0,0,65.6,6.4,22.2,0.1,0
1979,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6.1,0,0,0,41.8,5.5,0,0,0,0,0,56.6,0,5.6,26.6,0,3.1,
1979,5,4.4,0,7.9,0,25.6,5.4,8.2,0,13.4,0,0,9.4,8.9,0,0,49.2,15.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0
1979,6,0,26.9,0.4,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1979,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8,6.5,2.2,0,0,0,0,0,2.2
1979,9,0,0,0,0,0,19.5,14.7,0.2,0,0,0,0,0,0,0,12.3,0,34.1,0,0,0,21.9,0,0,0,0,0,0,0,0,
1979,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0
1979,11,4.1,0,0,0,0,0,0,0,0,0,0,2.3,4.3,0,0,2.7,0,19.5,2.1,0,0,0,0,0,0,0,0,0,8.5,20.8,
1979,12,0,0,0,0,10.9,0,0,4.9,0,0,0,2.5,0,0,8.4,2.8,0,23.4,16.1,27.2,0,0,53.1,0,0,2.2,0,0,0,0,0
1980,1,0,3.5,0,0,0,0,13.2,0,8.2,18.2,0,15.9,0,67.4,29.4,0,14.4,32.9,11.6,2.4,0,0,22.2,0,0,0,0,0,38.4,6.8,0
1980,2,0,0,0,0,0,11.4,3.6,0,0,34.2,27.2,4.6,18.4,0,60.8,5.2,3.3,78.6,0,0,34.2,19.6,60.4,47.8,0,13.1,0,7.7,6.2,,
1980,3,25.5,21.4,3.3,0,0,29.4,35.2,0,0,0,6.6,0,0,0,0,5.6,5.4,14.6,0,0,11.8,0,8.6,0,0,0,0,6.3,0,0,0
1980,4,0,0,0,20.6,29.4,6.2,13.2,12.2,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,22.2,8.4,0,21.3,0,
1980,5,3.2,0,5.2,3.4,13.4,0,0,2.3,0,0,0,0,0,0,0,13.4,3.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0
1980,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1980,7,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,8,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1980,10,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0
1980,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,18.2,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,
1980,12,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,9.9,0,36.2,3.9,53.4,0,0
1981,1,0,0,0,0,10.2,0,21.2,0,0,4.2,2.6,0,0,17.2,0,20.1,5.2,0,0,0,0,56.2,0,0,64.1,0,13.2,0,4.2,34.2,7.6
1981,2,0,0,0,0,8.2,0,32.6,0,0,0,0,0,0,17.6,0,8.2,0,9.2,0,0,0,0,0,0,0,0,0,0,,,
1981,3,0,0,0,0,0,0,0,0,0,0,2.6,0,4.8,0,26.2,3.2,0,0,2.3,29.8,0,0,0,2.3,21.3,3.2,3.4,37.2,15.4,0,0
1981,4,5.3,0,13.6,8.5,4.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1981,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
1981,6,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1981,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,4.2,0,0,0,0,0,4.6,0,0,0,0
1981,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1981,10,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,4.9,0,0,0,0,0,0,0
1981,11,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,
1981,12,0,0,0,0,44.7,0,0,0,0,0,0,0,0,0,53.2,0,0,0,12.8,0,8.5,7.2,0,9.2,23.2,0,2.2,0,9.2,78.6,0
1982,1,0,0,0,0,0,9.7,9.2,55.5,2.3,0,0,0,0,0,0,10.2,0,0,0,0,0,0,11.2,6.8,32.4,12.4,0,0,10.5,1.6,0
1982,2,11.2,54.3,11.8,34.1,35.1,2.1,0,0,0,53.3,6.2,12.2,0,0,5.4,12.5,0,58.8,0,0,14.5,0,9.8,16.2,0,7.8,39.6,0,,,
1982,3,0,0,11,53.1,0,0,0,0,73,5.2,16.3,0,16.6,0,0,22.3,0,0,16.8,0,2.3,16.3,10.3,0,0,0,20.2,0,6.3,25,9.1
1982,4,0,9.2,20.7,15.3,0,9.1,0,0,0,0,15.1,8.7,25.3,2.3,4,0,0,0,0,0,15.2,4.9,0,8.9,0,0,38.8,0,0,0,
1982,5,0,0,0,28.8,0,9.2,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,6,0,2.8,0,0,0.5,1.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,
1982,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,8,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,9,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,22.3,10.3,0
1982,11,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,
1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,34.9,0,0,0,8.2
1983,1,1.6,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,49,0.2,0
1983,2,6,0,0,44.6,15.2,6.2,10.4,2.8,1,6.2,0,0,0,15.2,5.4,0,0,8,0,5.5,0,0,0,0,0,0,0,0,,,
1983,3,0,0,0,0,0,0,0,0,0,0,9,0,2.3,0,0,9.1,0,0,0,0,7.2,84.9,12.7,7.2,26.1,0,4.4,82.1,4.2,10.3,34.3
1983,4,0,0,0,0,16,0,0,8.4,20.6,21.2,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,
1983,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0
1983,6,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1983,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,8,0,0,0,0,3.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1983,10,0,0,0,5.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,5.2,
1983,12,0,0,3.2,0,0,0,0,0,0,0,28.8,0,0,0,0,0,3.4,0,0,0,5.2,0,5.4,5.8,0,0,0,0,15.7,0,0
1984,1,0,0,58.7,0,0,0,0,3.9,0,8.7,5.3,55,0,0,17.8,12.8,8.4,0,0,42.4,16.8,0,0,0,25.8,0,0,25.7,38.4,0,0
1984,2,0,0,12.4,38.5,43.4,28.5,18.6,8.5,0,0,0,45.2,8.4,6.4,0,0,0,0,13.2,19,0,0,0,0,15,0,0,0,20.3,,
1984,3,1.1,25,12.4,24.4,11.8,25,10.6,25,25,25,2.4,14,17.2,23.4,7.4,7.4,21.6,24.8,8.2,3.6,22.8,9.6,6.2,10.4,8.6,18.4,25,6.6,25,8.8,10.6
1984,4,2.2,8.2,4.8,5.4,16.4,25,25,25,25,25,2.4,25,25,24.8,7.6,25,25,25,8.8,2.4,16.2,10.6,1.2,25,8.4,3.8,12.2,4.4,1.2,7.2,
1984,5,5.4,25,55,14.2,12.4,10.6,25,14.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1984,6,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0
1984,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,
1984,10,0,0,0,0,0,22.2,0,0,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,11,0,0,0,0,0,15.6,0,0,0,0,0,0,0,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,12,0,0,0,0,0,0,0,0,2.8,0,0,5.2,0,0,0,0,0,0,0,0,0,11.2,13,0,36,0,0,0,0,0,0
1985,1,18.2,4.2,0,43.2,0,0,53.2,4.3,5,17.3,2.4,22.8,0,2.2,0,8,2.6,41.4,0,34.6,0,0,12.2,76,9.2,2.5,0,49.2,29,3.6,2.6
1985,2,0,9.4,32.4,4.4,9,8.2,25,4.5,0,16.8,3.6,16.5,1.2,68.6,4.4,1,16.5,113.6,16.4,65.2,16.6,54.4,59.8,24.2,12,20.4,2.2,33.6,,,
1985,3,1.4,2.1,2.6,2.3,18.2,0,3.7,0,23.8,0,24,23,0,4.3,11.6,7,22.7,1,2.5,0,0,2.3,24.3,27.8,88,0,5.3,35.4,3.6,84.4,10.2
1985,4,15.2,29.4,38,6,0,0,0,12.8,0,16.5,38.2,15.2,14,18.1,2.6,0,4.6,40.4,2.9,5.4,20.2,0,4.1,3,5,9,25,24.2,4.8,0,
1985,5,0,2,32.6,17.2,8.2,7.4,5,6.4,2.8,30.6,12.6,0,3,58.8,0,24,0,0,0,0,1,2,8.4,73,9,0,0,0,0,0,0
1985,6,0,0,0,15.4,25,1.2,20.6,0,3,0,0,3,3.2,15,0,0,0,9.6,5.2,0,0,0,0,2,0,0,0,0,0,0,
1985,7,1.2,0,0,0,3.4,0,0,1.2,5.6,4,0,14.8,9.2,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,14.8
1985,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1985,9,9.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2
1985,11,0,0,0,61.4,1,0,0,0,3.8,0,0,0,0,0,0,0,0,3.2,0,0,23.6,0,0,0,0,3,0,0,0,0,
