ano,mês,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31
1974,3,33.6,2.4,9,35.4,8.4,0,0,26,0.4,28.4,13.4,5.8,0.4,0.5,0.5,0,40.6,6.4,9.2,16.4,60.6,56.6,63.8,0.2,0,31.4,0,22,0,0,0
1974,4,23.4,11.6,4.2,20.4,1,27,23.6,43,22.6,6.4,3.4,2.4,14,27.2,14,67.6,0,3.2,32.6,0,0,14.4,12.4,7.2,15,4.2,15.4,0,9.2,0,
1974,5,0,58.3,0,45.2,0,28.1,0,42.2,0,0,0,0,22.2,0,0,14,44.4,2.6,1.7,0,0,11.2,3.3,0,3,47.6,11.4,5.4,0,17,0
1974,6,0,5.4,13,5,35.4,0.3,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,
1974,7,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1974,9,0,0,17.4,29,0,2,0,1.6,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,
1974,10,0,0,0,0,0,0,0,0,2.7,0,0,13.2,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0
1974,11,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0,0,0,0,0,
1974,12,17,0,0,0,0,25,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.2,0,2.1,3.3,0,3.8,6.6
1975,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,1,0,4.6,0,0,0,18.8,0,0,0,0
1975,2,0,2.5,36,0,41,17,0.9,1.6,10,10,13,0,2,0,2,42,19,0,0,0,26,0,0,0,18.6,0,29.3,67,,,
1975,3,7.8,26.3,0,6.5,5.1,18.8,18.5,6,22.4,4,0,23,36.4,3.6,2.6,0,8,0,0,0.7,10,19,7,38.4,11,14.4,11,0.7,0,36.4,0
1975,4,0,18,0,53,10.2,3,0,0,0,0,0,10,9,22,27.4,0,0,4.1,6,0,16,9.6,16,8.6,23.4,59.2,90.6,43.4,3,12,
1975,5,2.1,0,6,21,6.3,16,24.2,0,56.6,0,0,0,0,19,39,6,1.5,50,6.2,0,32,0.4,13.4,0,0,0,0,0,0,0,0
1975,6,1.1,0.4,6.3,0,0,0,0.8,0,0,0,0,15,9,0,0,0,0,0,2.5,0,5,0,0,0,0,0,0,0.6,0,0.1,
1975,7,0,0,0,2.4,0.3,0,6.6,6.7,7,0,0,0,0.8,0,0,0,0,10.6,0,7.2,0,0,0,0,0,0,0,0,0,0,0
1975,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6.1,0,0,0,0
1975,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,
1975,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
1975,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,70,4,0,
1975,12,0,0,4,8,0,0,10,0,0,0,8.4,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,3.5,19.5,0,14
1976,1,95.6,11,0,0,0,0,0,0,27.7,6,5,0,0,0,0,0,0,0,0,5.6,4.4,4,0,14,0,4,0.1,0,0,4.2,21
1976,2,0.5,0.1,2,12.4,0,0,0,38.4,4.4,15,0,0,3.2,27,0.7,40.2,0,64.4,11,0,0.3,29.6,29.4,8.4,45.6,40,0.1,0,0,,
1976,3,9.2,1.2,0,1.7,5.3,20.4,5.7,4.7,0.3,8.2,0,47,0.1,4.3,5.7,36.8,0,7,0,4.8,13,0,0,24.6,0,25,0,6.2,30.2,14.6,31.8
1976,4,34.6,0,0,5.1,0,0,3.4,0,0,1.8,0,4.4,0.9,1,51,3.6,0.4,7.6,3.6,1.3,15,0,26.2,12,1,0,1.3,0,4.7,0,
1976,5,0,2.1,0,0,8.7,0,1,0,2,0,0,0,0,0,0,0,2.2,0,0,0,2.3,0.3,0,0,0,0,0,4.5,0.6,0,0
1976,6,0,0,0,0,2.2,0,0,0,0.5,0,0,0,0,2.3,32.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1976,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
1976,8,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,9,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,
1976,10,0,0,0,34.3,2.9,0.2,0,0,0,0,0,0,0,0,2.8,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0
1976,11,0,0,1.9,0,0,0,0,0,4.7,0,0,0,0,4.1,6.4,71.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,
1976,12,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,8.2,0,4,0,0,0,0,0,0,16.4
1977,1,15,50,0,0,0,0,19.3,0,17.3,2.2,0,0,2.6,12.3,13.2,0,0,3.2,0,5.4,59.8,7,0,3.3,0.4,50,31.4,0.2,30.2,21.2,9.6
1977,2,1.6,0,6.5,2.5,0,19.4,3.8,1.5,16.2,49.4,7.8,2.2,1.1,2.3,6.3,0,0,0,0,24,26.5,35.4,3.8,26.2,14.5,31.2,4.2,0,,,
1977,3,0,0,27.2,10,11.4,0.6,2.3,0,7.8,17,50,1.3,5,0.6,0,1,7,2.4,75,29,0,0,6.6,0,0,0,7.6,75,35.6,14.6,27.4
1977,4,8,0,0,4.2,22.6,28.4,4.2,0,45.4,1.2,0,3,39,36,9.2,0,0,0,0,0,0,0,0,0,0,4,10,29,7,0,
1977,5,0,50,42,0.1,28,21,71,22,5.5,0,0,10.2,26.1,0,6.3,0,4.1,15,0,21.2,2,4,0,6.1,11.3,0,0,0,0,0,0
1977,6,0,23,29.4,31,0,0,50,7,4,0,0,5.3,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,
1977,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11.1,0,0,0,0,0
1977,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,
1977,10,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0
1977,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1,4,
1977,12,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,3.3,158,4,21,0,0,0,0,0,0,0,0,1.5,0,0,0,1.4
1978,1,0,0,0,0,0,0,40,0,0.3,0,0,0.4,8.6,66,0,3.2,52.2,22.2,0,2,9.6,0,0,1,0,0,5.6,2.2,21.6,0.8,0
1978,2,0,3.7,0,0,0,0,0,0,41.2,6.4,4.2,8.2,5.4,0,4.8,0,0,0,0,0,0,0,0,0.5,2.4,0,1.6,0.1,,,
1978,3,7,3.7,8.7,17.7,0.8,0.4,92.2,0,81.4,40.4,14.4,7.2,5.2,22.2,5.2,6,0,25,0,0,0,4.4,8.8,0,0,4.6,22.4,0,12.6,8.6,17.2
1978,4,0,0,0,6,57.4,0,0,0,0,0.6,17.4,0,1.4,38.2,0,2,0,38.4,10.6,0,0,0,4.2,19.6,11.4,10.4,19.2,2.6,5,8,
1978,5,5.2,8.4,4.8,7.8,68.4,0,4.2,6.4,0.4,7.4,51.2,5.4,0,0.8,0.2,0,81.2,0,0,12.6,6,11.8,0.4,0,0,0,0,0,0,0,1.2
1978,6,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1978,7,0,0,0,0,0,3.6,0,0,26.8,0,15.4,1.4,25.2,0,0,0,0,0,4.4,0,0,6.8,0,0,0,0,0,0,32.8,0,0
1978,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.7,13.5,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
1978,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,
1978,10,16.9,0,0,0,0,0,0,0,53.4,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.4,11.1,0,0,0,0,0,30.9,0
1978,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,
1978,12,0,8.4,0.8,0,21.4,0.2,1.8,0,1.3,0,0,0,0,1.8,0,0,0,0,0,0,13.4,8.6,2.6,0,13.4,0,0,0,4.8,0,0
1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,53,81.2,4.1,15.8,0,0,41.5,1.5,14.6,8.1,0,3.5,4.6,0,2.2,0.6
1979,2,0,0,0.2,5.7,8.8,0,2.5,0.2,8.6,5.5,18.8,0,0,0,0,0,0,0,8,0,0,0,0,1.6,72.7,0.3,0,10.8,,,
1979,3,18,5.4,18.4,52.6,8.8,38,0,0.4,0,0,0,6.8,19.2,0,0,11.2,8.4,1.8,0,11.6,9.1,22.8,0,0,0,19.2,39.8,9.2,18.4,2.1,0.9
1979,4,0,0,0,0,10.7,0,0,2.9,0,0,0,0,0.4,1.2,0,0,0,9.9,0,6.6,0.6,11.8,0,0,13.2,0.4,2.6,20.6,4.6,0,
1979,5,3.6,0,7.6,0,22.3,18.6,0,0,16.7,0,0,19.8,22.2,0,0,54.6,7,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0
1979,6,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1979,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8,6.5,2.2,0,0,0,0,0,2.2
1979,9,0,0,0,0,0,18.2,10,0.8,1.4,0,0,0,0,0,1.7,11.2,0,30.6,0,0,0,21.6,0,0,0,0,0,0,0,0,
1979,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,15.6,0,0,0,0,0,0,0,0,0,0,0,0
1979,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,
1979,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,57.2,6.8,10.5,0.4,0,61.6,0,3.4,0,0,0,0,0,0.5
1980,1,0,0,0,0,0,0.1,8.2,0,7.6,21,4.6,41.4,0,23.6,17.4,0,3,16.8,11.6,1.3,0,0,21.2,0,0,0,0,0,2.6,9.7,0
1980,2,0,0,0,0,8.8,2.6,2,0.3,0,40.4,24.4,0,21.2,0,59.6,7.4,3.6,86.6,0,3.4,54.2,10.2,78.4,35.4,10.4,5.6,0.6,30.4,11.2,,
1980,3,40.2,14,0.7,0.4,1.7,46.2,52.2,0,0,0,0,0,39.2,8.2,0,0,0,36.6,0.4,0,4.4,0,2.6,0,0.8,0,0,1.4,0,0,0
1980,4,0,0,0,15,34.4,18.2,12.8,14.5,0.2,0.6,0,0,0,0,0,0,16.7,1,0,0,0,0.1,0.8,0,0,19.5,0,12.2,20.2,0,
1980,5,2.1,0,5.4,6.1,4.4,0,0,0,0,0,0,0,0,0,0,24.8,7.8,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0
1980,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.5,0,0,0,0,0,0,2.8,0,0,0,0,0,0,
1980,7,0,0,7.8,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,8,0,1.3,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1980,10,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,11,0,0,0,0,0,0,3.3,0,3.6,0,36.2,0,2.3,0,0,14.3,0.3,0,13.6,0,0,0,0,0,0,0,0,0,0,0,
1980,12,0,0,0,0,0,0,0,0,33.2,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0.6,11.4,0,6.9,1.6,34.2,0,0
1981,1,16,0,0,0,9.2,1.5,3.2,0,0,10.3,0.6,0,0,14,0,29,12,0,15.2,0.3,0,50.1,3.1,0,38,0.3,0.6,0.7,0.1,16.4,16.6
1981,2,0.1,0,0,0,0,0.7,32.2,4.2,0,0,0,0,0.7,2.1,0,2.2,0,40.2,0,0,0.2,0,0,0,0,0,0,0,,,
1981,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0.4,0,0,0.2,32,6,0.2,2.6,0.2,24.6,4.3,0.6,25.8,0.7,0,0.6
1981,4,3.8,2.7,10.2,26.4,2.4,0,0,0,0,0,0,0,0,1.2,5.2,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,
1981,5,0,9.2,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1981,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0
1981,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,
1981,10,0,0,1.1,0,0,0.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3.2,0,0,0,0,0,0,0
1981,11,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,16.4,0,0,0,0,0,0,0,
1981,12,0,0,0,0.1,32.8,0,0,0,0,0,0,0,0,0,51.2,0,0,0,1.9,0,38.4,0.4,0,38.5,19.6,0,1.2,0,1.4,70.6,0
1982,1,0,0,0,0,0,0.6,13.6,52.4,0,0,1.2,13.6,0,0,0,7.2,0.2,0,0,0,1.2,0,8.8,16.6,37.4,23.8,0,15.6,9.4,3.8,1
1982,2,5.8,36.6,13.2,23.4,16.2,0.6,0.1,0,2.8,28.7,6.8,4.3,0.9,6,2,8.9,0.1,25.8,0.8,0.5,10.8,6.8,1.3,30.1,1.2,10.1,40.2,0.1,,,
1982,3,1,2.8,12.8,69.3,0.1,1.3,0,29.6,32.6,4.3,1.8,0,4.8,1.3,11.4,17.4,0,0,11.4,0,0,37,1.4,0,0,0,20.1,1.2,7.8,19.8,0
1982,4,0,1.4,21.2,13.8,4.1,35.8,0,0,1.4,4.5,1.2,21.2,26.2,1.4,7.4,0.7,0,0.3,0.6,26.8,10.6,0.3,0,11.4,0,0.4,48.8,2.4,1.3,1.2,
1982,5,2.2,0,0,41.6,1.6,3.6,0,2.1,1,19.3,0,0,0.2,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,6,0.1,0.2,0,0,4.3,0.3,0,1.4,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,
1982,7,0.2,0,2.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.2,0,1.1,0,0,0,0,0,0,0.2,0,2.4
1982,8,0,0,1.2,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,9,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,
1982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0.3,0.1
1982,11,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.1,5.5,0,
1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,15.9,2.1,0,0.2,5.6
1983,1,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,0,0,0,0,2.1,19.3,0,0.3
1983,2,7.8,1.5,0.1,93.6,5.2,1.2,16.6,0.1,10.3,3.4,0.1,0,0,21.1,22.6,0,3,4.9,0,14.3,0.1,0,0,0,0,0,0,0,,,
1983,3,0,0,0,0,0,0,0.4,7.1,0.1,0.8,3.2,0.1,0.4,7.4,1.1,13,0.6,0,0,0,12.7,97.7,14.2,5.1,23.6,3.1,13.6,84.3,1.4,19.3,3.6
1983,4,0.2,6.3,0,0,5.6,0,0.1,40.6,15.7,8.8,1.3,0.2,0.1,0,0,0,0,1.3,0,0,0,22.4,0,0,0,0,0,7.5,0,0,
1983,5,0,0,0,0,0,0,0,0,0.1,0,2.4,0,0,0,0,0,0.1,0,0,0,1.2,2.6,0,0,0,0,0,0,1.3,4,0
1983,6,0,0,0,0.3,0,0,0.1,0,0,0,0,0.5,0.1,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1983,7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,8,0,0,0,0,5.8,0.1,0,0,2.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,9,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,
1983,10,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,1.3,
1983,12,0,0,5,6,0,0,0,0,0,0,0.6,0,0,0,0,0,10.4,0,0,0,1.1,0,6,3.8,0,0,0,0,0,0.2,0
1984,1,0.8,0,46.4,36.3,0,0,0,16.3,0,14.5,13,36.4,0.1,0,15,15.6,0,0,1.1,17.4,20,0,0,72.4,0.2,0.1,0.2,36.4,11.3,0.2,0.1
1984,2,0.1,0,12.1,0,35.2,1.2,19.3,19.6,1.1,9.2,0.2,5.4,7.8,5.2,0.4,0.1,0.3,0,20.2,22.3,8.4,0.8,0.1,0,7,0,0.6,0,17.3,,
1984,3,0.1,36.6,31.8,4.4,2.1,21.4,12.6,6.8,46.4,0.3,8.5,0.4,6.5,21.3,5.3,4.3,4.5,8.7,0.2,0,0,14.8,0.2,1.8,27.6,12.7,8.9,25.7,1.2,0.3,0.1
1984,4,0.6,13.3,10.2,14.1,10.9,45.9,4.1,14.5,17.1,0.6,0.3,7.4,2.1,14.6,146.8,59.7,16.3,67.8,2.6,8.2,27.3,1.1,29.1,8.2,14.2,5.4,17.3,1.2,9.3,34.4,
1984,5,16.6,45.5,11.6,5.8,16,3.3,0.2,21.2,0.3,0.1,0.1,0.2,36.9,6.3,0.1,0.2,0.1,0.1,0,0,10.6,29.3,34.9,1.2,6.3,0.2,0,0,0.1,0,0
1984,6,0,0,0,0,4.8,0,1.2,0,0,11.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,
1984,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.2,0.1,14.2,0,0,0,0,0,0,0
1984,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,13.5,36.6,2.7,37
1984,9,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.1,0,0,0,0,
1984,10,0,0,0,0,0,13.6,0,0,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0.6,0
1984,11,0,0.2,0,0,0,19.9,0,0,0,0,0,0,0,0,16.9,0.1,7.8,0.2,0,0,0,0,0,0,0,0,0,0,0,13.2,
1984,12,0.2,0,0,0,0,14.8,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0.2
1985,1,18.9,14.8,0.2,29.2,0.3,0.1,75.3,13.2,12.8,39.2,1.8,6.8,0.3,0.2,6.8,18.9,0.1,57.5,2.1,20.5,0.3,0.1,8.3,52.1,16.6,5.4,10.6,37.4,54.4,1.8,0.3
1985,2,0,4.6,3.8,12.3,37.9,12.3,38.9,17.6,0.4,0.2,7.3,44.2,9.3,52,0.3,2.2,9.7,132.8,9.8,3.2,78.3,71.2,43.7,19.3,17.5,9.6,0.6,17.1,,,
1985,3,3.1,5.6,0.2,0.8,40.9,0.2,4.8,0.6,3.2,25.8,0.3,31.6,0.4,7.3,16.6,0.3,31.7,1.2,6.2,0.6,0.2,0.1,31.6,30.5,55.9,0.4,1.1,38.3,5.2,71.2,0.6
1985,4,11.3,66.9,20.3,0.6,0.2,0.1,0,17.1,0.2,20.4,25.3,3.8,38.2,2.4,0.2,0.3,0.2,47.4,0.2,0.3,17.4,0,0,3.6,4.6,6.3,22.3,49.9,4.6,0.3,
1985,5,0.4,4.4,41.4,30.2,12.6,6.2,0.2,6.2,4.3,36.8,0.4,0.2,2.3,52.4,0.3,0.6,0.2,0,0,0,0,5.3,6.5,19.8,45.2,0.1,0.2,0.1,0,0,0
1985,6,0,0,0,32.1,4.7,0.2,4.5,0,0,0,0.2,21.3,1.1,9.2,0.1,0,0,8.3,5.8,1.2,0.1,0.2,0.1,0,0,0,0,0,0,0,
